uri,uriTitulacion,ou_asignatura,ou_caracterAsignatura,ou_materiaAsignatura,ou_numeroMatriculados,ou_moduloAsignatura,ou_asignatura_code,areasConocimiento,ou_asignatura_courseTitle,ou_asignatura_ects,ou_asignatura_temporalidadAsignatura,ou_cursoAcademico
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/400768-0723-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0723-mu-en-investigacion-en-ciencias-sociales,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/400768-iniciacion-a-la-investigacion-en-empresa-turismo-iii-2019-2020,OPTATIVA,,0,,400768,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/125-derecho-administrativo  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/150-derecho-financiero-y-tributario  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/155-derecho-internacional-privado  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/165-derecho-mercantil  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/225-economia-aplicada  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/415-fundamentos-del-analisis-economico  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/775-sociologia,INICIACIÓN A LA INVESTIGACIÓN EN EMPRESA-TURISMO III,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500677-0425-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0425-grado-en-filologia-clasica,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500677-teoria-de-la-literatura-2019-2020,OBLIGATORIA,FILOLOGÍA GENERAL,8,OBLIGATORIO,500677,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/795-teoria-de-la-literatura-y-literatura-comparada,TEORÍA DE LA LITERATURA,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501926-1408-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1408-grado-en-turismo,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501926-patrimonio-cultural-y-natural-2019-2020,OPTATIVA,GEOGRAFIA, HISTORIA DEL ARTE E HISTORIA,3,PERFIL II: AGENTES DEL DESARROLLO TURÍSTICO,501926,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/430-geografia-fisica  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/465-historia-del-arte,PATRIMONIO CULTURAL Y NATURAL,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502796-0624-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0624-grado-en-psicologia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502796-psicologia-de-la-personalidad-2019-2020,FORMACIÓN BÁSICA,PERSONALIDAD Y PSICOPATOLOGÍA,70,FORMACIÓN BÁSICA,502796,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/680-personalidad-evaluacion-y-tratamiento-psicologic,PSICOLOGÍA DE LA PERSONALIDAD,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501027-1512-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1512-grado-en-ingenieria-en-diseno-industrial-y-desarrollo-de-productos,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501027-diseno-grafico-2019-2020,OBLIGATORIA,EXPRESIÓN ARTÍSTICA,44,ESPECÍFICO,501027,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/185-dibujo,DISEÑO GRÁFICO,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/400710-0718-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0718-mu-en-formacion-del-profesorado-en-educacion-secundaria,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/400710-actividades-profesionales-y-orientacion-laboral-en-el-ambito-sanitario-2019-2020,OBLIGATORIA,APRENDIZAJE Y ENSEÑANZA DE LAS MATERIAS CORRESPONDIENTES,27,ESPECÍFICO: CIENCIAS DE LA SALUD,400710,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/205-didactica-de-las-ciencias-experimentales,ACTIVIDADES PROFESIONALES Y ORIENTACIÓN LABORAL EN EL ÁMBITO SANITARIO,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401497-0823-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0823-mu-en-ingenieria-industrial,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401497-edificacion-sostenible-y-auditorias-2019-2020,OPTATIVA,ENERGÍAS RENOVABLES Y EFICIENCIA ENERGÉTICA,1,OPTATIVIDAD,401497,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/590-maquinas-y-motores-termicos,EDIFICACIÓN SOSTENIBLE Y AUDITORIAS,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501365-0131-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0131-grado-en-ingenieria-quimica-industrial,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501365-proyectos-2019-2020,OBLIGATORIA,PROYECTOS,24,INDUSTRIAL,501365,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/720-proyectos-de-ingenieria,PROYECTOS,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501251-0512-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0512-grado-en-ingenieria-de-las-industrias-agrarias-y-alimentarias-badajoz,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501251-composicion-y-analisis-de-alimentos-2019-2020,OBLIGATORIA,INGENIERÍA Y TECNOLOGÍA DE LOS ALIMENTOS,15,TECNOLOGÍA ESPECÍFICA INDUSTRIAS AGRARIAS Y ALIMENTARIA,501251,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/640-nutricion-y-bromatologia,COMPOSICIÓN Y ANÁLISIS DE ALIMENTOS,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501469-1590-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1590-pceo-ing-en-telematica-e-ing-informatica-tec-informacion,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501469-trabajo-fin-de-grado-2019-2020,TRABAJO DE FIN DE GRADO,,0,,501469,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/560-ingenieria-telematica  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/570-lenguajes-y-sistemas-informaticos,TRABAJO FIN DE GRADO,12,Indefinida,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501277-1632-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1632-grado-en-ingenieria-informatica-en-ingenieria-del-software,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501277-bases-de-datos-2019-2020,OBLIGATORIA,INGENIERÍA DE SOFTWARE, SISTEMAS  DE INFORMACIÓN Y SISTEMAS INTELIGENTES,82,COMÚN A LA RAMA DE INFORMÁTICA,501277,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/570-lenguajes-y-sistemas-informaticos,BASES DE DATOS,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500588-1210-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1210-grado-en-enfermeria-plasencia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500588-farmacologia-general-2019-2020,FORMACIÓN BÁSICA,FARMACOLOGÍA,94,CIENCIAS BÁSICAS,500588,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/255-enfermeria  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/315-farmacologia,FARMACOLOGÍA GENERAL,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501427-1590-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1590-pceo-ing-en-telematica-e-ing-informatica-tec-informacion,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501427-economia-y-empresa-2019-2020,FORMACIÓN BÁSICA,,8,,501427,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/230-economia-financiera-y-contabilidad,ECONOMÍA Y EMPRESA,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401608-1412-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/1412-mu-en-direccion-turistica,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401608-direccion-de-organizaciones-turisticas-2019-2020,OBLIGATORIA,DIRECCION Y MARKETING DE ORGANIZACIONES Y RECURSOS TURISTICOS,7,MODULO DE DIRECCION Y ADMINISTRACION DE ORGANIZACIONES Y RECURSOS TURISTICOS,401608,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/650-organizacion-de-empresas,DIRECCIÓN DE ORGANIZACIONES TURÍSTICAS,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500245-0121-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0121-grado-en-ciencias-ambientales,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500245-gestion-y-conservacion-del-patrimonio-geologico-2019-2020,OPTATIVA,GESTIÓN Y CONSERVACIÓN DEL PATRIMONIO GEOLÓGICO,3,GESTIÓN Y CONSERVACIÓN DEL MEDIO NATURAL,500245,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/655-paleontologia,GESTIÓN Y CONSERVACIÓN DEL PATRIMONIO GEOLÓGICO,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/400589-0514-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0514-mu-en-gestion-de-calidad-y-trazabilidad-alimentos-de-origen-vegetal,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/400589-trazabilidad-y-control-de-calidad-ii-2019-2020,OBLIGATORIA,TRAZABILIDAD Y CONTROL DE LA CALIDAD,6,TRAZABILIDAD, CONTROL Y ASEGURAMIENTO EN LA CALIDAD,400589,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/640-nutricion-y-bromatologia  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/780-tecnologia-de-los-alimentos,TRAZABILIDAD Y CONTROL DE CALIDAD II,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500665-0430-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0430-grado-en-lenguas-y-literaturas-modernas-frances,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500665-segundo-idioma-i-portugues-2019-2020,FORMACIÓN BÁSICA,IDIOMA MODERNO,1,FORMACIÓN BÁSICA,500665,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/370-filologias-gallega-y-portuguesa,SEGUNDO IDIOMA I (PORTUGUÉS),6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502271-1790-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1790-pceo-comunicacion-audiovisual-e-informacion-y-documentacion,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502271-analisis-documental-2019-2020,OBLIGATORIA,,3,,502271,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/040-biblioteconomia-y-documentacion,ANÁLISIS DOCUMENTAL,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501068-0817-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0817-grado-en-ingenieria-electronica-y-automatica-rama-industrial,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501068-mecanismos-y-maquinas-2019-2020,OBLIGATORIA,FUNDAMENTOS DE INGENIERÍA MECÁNICA Y DE MATERIALES,47,COMÚN A LA RAMA INDUSTRIAL,501068,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/545-ingenieria-mecanica,MECANISMOS Y MÁQUINAS,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401896-0625-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0625-mu-investigacion-ensenanza-y-aprendizaje-de-las-cc-expe-socia-y-mat,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401896-nuevas-tecnologias-en-invest-ensenanza-cc-experimentales-sociales-y-matematicas-2019-2020,OPTATIVA,FORMACIÓN INTERDISCIPLINAR,13,FORMACIÓN INTERDISCIPLINAR,401896,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/200-didactica-de-las-matematicas  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/625-metodos-de-investigacion-y-diagnostico-en-educac,NUEVAS TECNOLOGÍAS EN INVEST. ENSEÑANZA CC. EXPERIMENTALES, SOCIALES Y MATEMÁTICAS,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401594-1412-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/1412-mu-en-direccion-turistica,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401594-trabajo-fin-de-master-esp-direccion-y-planificacion-turistica-2019-2020,TRABAJO DE FIN DE MÁSTER,TRABAJO FIN DE MASTER,1,MODULO FINAL,401594,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/010-analisis-geografico-regional  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/095-comercializacion-e-investigacion-de-mercados  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/125-derecho-administrativo  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/650-organizacion-de-empresas  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/780-tecnologia-de-los-alimentos,TRABAJO FIN DE MÁSTER ESP. DIRECCIÓN Y PLANIFICACIÓN TURÍSTICA,12,Indefinida,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/400730-0718-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0718-mu-en-formacion-del-profesorado-en-educacion-secundaria,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/400730-procesos-educativos-y-realidad-escolar-2019-2020,OBLIGATORIA,PROCESOS Y CONTEXTOS EDUCATIVOS Y SOCIEDAD FAMILIAR Y EDUCACIÓN,102,GENÉRICO,400730,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/775-sociologia  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/805-teoria-e-historia-de-la-educacion,PROCESOS EDUCATIVOS Y REALIDAD ESCOLAR,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401542-0436-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0436-mu-en-investigacion-en-humanidades,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401542-investigacion-en-historia-3-2019-2020,OPTATIVA,ESPECIALIDAD EN GEOGRAFÍA, HISTORIA E HISTORIA DEL ARTE,0,MÓDULO ESPECÍFICO,401542,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/485-historia-medieval  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/490-historia-moderna,INVESTIGACIÓN EN HISTORIA 3,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501063-0816-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0816-grado-en-ingenieria-electrica-rama-industrial,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501063-resistencia-de-materiales-2019-2020,OBLIGATORIA,FUNDAMENTOS DE INGENIERÍA MECÁNICA Y DE MATERIALES,19,COMÚN A LA RAMA INDUSTRIAL,501063,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/605-mecanica-de-medios-continuos-y-t-de-estructuras,RESISTENCIA DE MATERIALES,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502816-0624-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0624-grado-en-psicologia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502816-psicofarmacologia-2019-2020,OBLIGATORIA,BASES BIOLÓGICAS DE LA CONDUCTA,68,OBLIGATORIAS,502816,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/315-farmacologia  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/745-psiquiatria,PSICOFARMACOLOGÍA,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501531-0431-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0431-grado-en-lenguas-y-literaturas-modernas-portugues,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501531-lengua-portuguesa-vii-2019-2020,OBLIGATORIA,LENGUA PORTUGUESA AVANZADA,5,PORTUGUÉS AVANZADO,501531,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/370-filologias-gallega-y-portuguesa,LENGUA PORTUGUESA VII,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501771-0212-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0212-grado-en-medicina,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501771-psiquiatria-2019-2020,OBLIGATORIA,PSICOLOGÍA - PSIQUIATRIA,101,FORMACIÓN CLÍNICA HUMANA,501771,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/745-psiquiatria,PSIQUIATRÍA,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500638-0424-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0424-grado-en-estudios-ingleses,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500638-lengua-inglesa-vi-2019-2020,OBLIGATORIA,LENGUA INGLESA,48,OBLIGATORIO,500638,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/345-filologia-inglesa,LENGUA INGLESA VI,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/400840-0128-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0128-mu-en-investigacion-en-ciencias,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/400840-iniciacion-a-la-investigacion-en-analisis-matematico-ii-2019-2020,OPTATIVA,ESPECIALIDAD EN MATEMÁTICAS,0,ESPECÍFICO,400840,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/015-analisis-matematico,INICIACIÓN A LA INVESTIGACIÓN EN ANÁLISIS MATEMÁTICO  II,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401033-0825-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0825-mu-en-investigacion-en-ingenieria-y-arquitectura,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401033-complementos-de-formacion-introduccion-a-la-automatica-2019-2020,COMPLEMENTO DE FORMACION,,0,,401033,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/520-ingenieria-de-sistemas-y-automatica,COMPLEMENTOS DE FORMACIÓN: INTRODUCCIÓN A LA AUTOMÁTICA,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502285-1790-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1790-pceo-comunicacion-audiovisual-e-informacion-y-documentacion,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502285-recuperacion-de-la-informacion-2019-2020,OBLIGATORIA,,15,,502285,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/040-biblioteconomia-y-documentacion,RECUPERACIÓN DE LA INFORMACIÓN,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500211-0120-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0120-grado-en-biologia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500211-zoologia-experimental-2019-2020,OPTATIVA,ZOOLOGÍA EXPERIMENTAL,42,OPTATIVO,500211,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/819-zoologia,ZOOLOGÍA EXPERIMENTAL,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500611-1210-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1210-grado-en-enfermeria-plasencia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500611-trabajo-fin-de-grado-2019-2020,TRABAJO DE FIN DE GRADO,TRABAJO FIN DE GRADO,87,CLÍNICO, PRACTICUM Y TRABAJO FIN DE GRADO,500611,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/255-enfermeria  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/265-estadistica-e-investigacion-operativa,TRABAJO FIN DE GRADO,6,Indefinida,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/500461-0715-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0715-grado-en-educacion-social,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/500461-discapacidad-contextos-de-intervencion-2019-2020,OPTATIVA,MEDIACIÓN EN SITUACIONES DE DEPENDENCIA Y RIESGO DE EXCLUSIÒN SOCIAL,37,MATERIAS OPTATIVAS,500461,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/680-personalidad-evaluacion-y-tratamiento-psicologic,DISCAPACIDAD: CONTEXTOS DE INTERVENCIÓN,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501841-0125-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0125-grado-en-quimica,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501841-quimica-organica-iii-2019-2020,OBLIGATORIA,QUÍMICA ORGÁNICA,53,FUNDAMENTAL,501841,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/765-quimica-organica,QUÍMICA ORGÁNICA III,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401680-0518-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0518-mu-en-ingenieria-agronomica,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401680-innovacion-y-tecnologia-en-fruticultura-2019-2020,OPTATIVA,TECNOLOGÍA DE LA PRODUCCIÓN VEGETAL,5,OPTATIVIDAD,401680,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/705-produccion-vegetal,INNOVACIÓN Y TECNOLOGÍA EN FRUTICULTURA,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502302-1632-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/1632-grado-en-ingenieria-informatica-en-ingenieria-del-software,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502302-mineria-de-datos-y-almacenes-de-datos-2019-2020,OPTATIVA,INGENIERÍA MULTIMEDIA,23,OPTATIVIDAD EN INGENIERÍA DEL SOFTWARE,502302,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/570-lenguajes-y-sistemas-informaticos,MINERÍA DE DATOS Y ALMACENES DE DATOS,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/502892-0310-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0310-grado-en-criminologia,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/502892-derecho-penal-ii-2019-2020,FORMACIÓN BÁSICA,DERECHO,20,FORMACIÓN BÁSICA,502892,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/170-derecho-penal,DERECHO PENAL II,6,Primer Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/400676-0433-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/0433-mu-en-formacion-del-profesorado-en-educacion-secundaria,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/400676-innovacion-docente-e-investigacion-2019-2020,OBLIGATORIA,INNOVACIÓN DOCENTE E INICIACIÓN A LA INVESTIGACIÓN EDUCATIVA,102,ESPECÍFICO: GEOGRAFÍA E HISTORIA,400676,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/195-didactica-de-la-lengua-y-la-literatura  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/210-didactica-de-las-ciencias-sociales  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/345-filologia-inglesa  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/370-filologias-gallega-y-portuguesa  http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/583-literatura-espanola,INNOVACIÓN DOCENTE E INVESTIGACIÓN,6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/501500-0430-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/Grado/0430-grado-en-lenguas-y-literaturas-modernas-frances,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/501500-literatura-del-segundo-idioma-portugues-2019-2020,OPTATIVA,ESPECIALIZACIÓN EN LENGUAS Y LITERATURAS MODERNAS,1,OPTATIVO,501500,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/370-filologias-gallega-y-portuguesa,LITERATURA DEL SEGUNDO IDIOMA (PORTUGUÉS),6,Segundo Semestre,2019-2020
http://opendata.unex.es/recurso/educacion/universidad/AsignaturaTitulacion/401088-1635-2019-2020,http://opendata.unex.es/recurso/educacion/universidad/titulaciones/MasterOficial/1635-mu-en-ingenieria-de-telecomunicacion,http://opendata.unex.es/recurso/educacion/universidad/Asignatura/401088-tratamiento-y-transmision-de-senales-en-sistemas-de-comunicaciones-y-audiovisuales-2019-2020,OBLIGATORIA,SISTEMAS Y TECNOLOGÍAS DE LAS COMUNICACIONES,2,TECNOLOGÍAS DE TELECOMUNICACIÓN,401088,http://opendata.unex.es/recurso/educacion/universidad/AreaConocimiento/800-teoria-de-la-senal-y-comunicaciones,TRATAMIENTO Y TRANSMISIÓN DE SEÑALES EN SISTEMAS DE COMUNICACIONES Y AUDIOVISUALES,6,Segundo Semestre,2019-2020
