"ID_UNIVERSIDAD","ID_TITULACION","NOMBRE_TITULACION","NOMBRE_TIPO_TITULACION"
"049","5311708","Programa Oficial de Doctorado en Ciencia y Tecnolo","Doctorado"
"045","5311709","Programa Oficial de Doctorado en Derecho","Doctorado"
"045","5311710","Programa Oficial de Doctorado en Filologías Modern","Doctorado"
"045","5311711","Programa Oficial de Doctorado en Ingeniería Inform","Doctorado"
"045","5311712","Programa Oficial de Doctorado en Matemáticas","Doctorado"
"045","5311713","Programa Oficial de Doctorado en Psicología y Educ","Doctorado"
"045","5311714","Programa Oficial de Doctorado en Química","Doctorado"
"026","5311715","Programa Oficial de Doctorado en Clínica Veterinar","Doctorado"
"011","5311716","Programa Oficial de Doctorado en Derecho y Ciencia","Doctorado"
"011","5311717","Programa Oficial de Doctorado en Desarrollos Socia","Doctorado"
"011","5311718","Programa Oficial de Doctorado en Didáctica y Organ","Doctorado"
"011","5311719","Programa Oficial de Doctorado en Dirección y Plani","Doctorado"
"011","5311720","Programa Oficial de Doctorado en Estudios Ingleses","Doctorado"
"011","5311721","Programa Oficial de Doctorado en Ingeniería de Fab","Doctorado"
"011","5311722","Programa Oficial de Doctorado en Ingeniería del So","Doctorado"
"011","5311723","Programa Oficial de Doctorado en Investigación e I","Doctorado"
"011","5311724","Programa Oficial de Doctorado en Investigación en ","Doctorado"
"011","5311725","Programa Oficial de Doctorado en Investigación y T","Doctorado"
"011","5311726","Programa Oficial de Doctorado en Nuevos Avances en","Doctorado"
"011","5311727","Programa Oficial de Doctorado en Química Avanzada.","Doctorado"
"011","5311728","Programa Oficial de Doctorado en Sistemas de Infor","Doctorado"
"011","5311729","Programa Oficial de Doctorado en Telecomunicación","Doctorado"
"011","5311730","Programa Oficial de Doctorado en Traducción, Tradu","Doctorado"
"012","5311731","Programa Oficial de Doctorado en Anatomía Aplicada","Doctorado"
"012","5311732","Programa Oficial de Doctorado en Ciencias Odontoló","Doctorado"
"012","5311733","Programa Oficial de Doctorado en Ecopatología de l","Doctorado"
"012","5311734","Programa Oficial de Doctorado en Educación y Museo","Doctorado"
"012","5311735","Programa Oficial de Doctorado en Envejecimiento","Doctorado"
"012","5311736","Programa Oficial de Doctorado en Geografía","Doctorado"
"012","5311737","Programa Oficial de Doctorado en Gestión de la Cal","Doctorado"
"012","5311738","Programa Oficial de Doctorado en Gestión de Recurs","Doctorado"
"012","5311739","Programa Oficial de Doctorado en Hematología y Onc","Doctorado"
"012","5311740","Programa Oficial de Doctorado en Informática","Doctorado"
"012","5311741","Programa Oficial de Doctorado en Intervención Soci","Doctorado"
"012","5311742","Programa Oficial de Doctorado en Porcinocultura Pr","Doctorado"
"012","5311743","Programa Oficial de Doctorado en Salud Pública","Doctorado"
"012","5311744","Programa Oficial de Doctorado en Tecnología de la ","Doctorado"
"012","5311745","Programa Oficial de Doctorado en Tecnología de los","Doctorado"
"014","5311746","Programa Oficial de Doctorado en Geología","Doctorado"
"020","5311747","Programa Oficial de Doctorado en Dirección de Proy","Doctorado"
"020","5311748","Programa Oficial de Doctorado en Sociedad Democrát","Doctorado"
"058","5311749","Programa Oficial de Doctorado en Administración y ","Doctorado"
"058","5311750","Programa Oficial de Doctorado en Biotecnología y T","Doctorado"
"025","5311751","Programa Oficial de Doctorado en Innovación Tecnol","Doctorado"
"042","5311752","Programa Oficial de Doctorado en Comunicación","Doctorado"
"017","5311753","Programa Oficial de Doctorado en Arqueología","Doctorado"
"017","5311754","Programa Oficial de Doctorado en Arquitectura","Doctorado"
"017","5311755","Programa Oficial de Doctorado en Automática, Robót","Doctorado"
"017","5311756","Programa Oficial de Doctorado en Biología Molecula","Doctorado"
"017","5311757","Programa Oficial de Doctorado en Ciencia y Tecnolo","Doctorado"
"017","5311758","Programa Oficial de Doctorado en Derecho Constituc","Doctorado"
"017","5311759","Programa Oficial de Doctorado en Diseño Avanzado e","Doctorado"
"017","5311760","Programa Oficial de Doctorado en Turismo","Doctorado"
"017","5311761","Programa Oficial de Doctorado en Economía de la Em","Doctorado"
"017","5311762","Programa Oficial de Doctorado en Electrónica, Trat","Doctorado"
"017","5311763","Programa Oficial de Doctorado en Farmacia","Doctorado"
"017","5311764","Programa Oficial de Doctorado en Física Médica","Doctorado"
"017","5311765","Programa Oficial de Doctorado en Geografía","Doctorado"
"017","5311766","Programa Oficial de Doctorado en Gestión Estratégi","Doctorado"
"017","5311767","Programa Oficial de Doctorado en Historia, Literat","Doctorado"
"017","5311768","Programa Oficial de Doctorado en Ingeniería y Tecn","Doctorado"
"017","5311769","Programa Oficial de Doctorado en Matemáticas","Doctorado"
"017","5311770","Programa Oficial de Doctorado en Microelectrónica","Doctorado"
"017","5311771","Programa Oficial de Doctorado en Nuevas Tendencias","Doctorado"
"017","5311772","Programa Oficial de Doctorado en Organización Indu","Doctorado"
"017","5311773","Programa Oficial de Doctorado en Procesos de Desar","Doctorado"
"017","5311774","Programa Oficial de Doctorado en Psicología Experi","Doctorado"
"017","5311775","Programa Oficial de Doctorado en Química","Doctorado"
"017","5311776","Programa Oficial de Doctorado en Recursos Humanos","Doctorado"
"017","5311777","Programa Oficial de Doctorado en Sistemas de Energ","Doctorado"
"017","5311778","Programa Oficial de Doctorado en Sistemas de Energ","Doctorado"
"017","5311779","Programa Oficial de Doctorado en Tecnología de la ","Doctorado"
"017","5311780","Programa Oficial de Doctorado en Tecnología Químic","Doctorado"
"018","5311781","Programa Oficial de Doctorado en Optometría y Cien","Doctorado"
"060","5311782","Programa Oficial de Doctorado en Salud, Bienestar ","Doctorado"
"022","5311783","Programa Oficial de Doctorado en Cirugía","Doctorado"
"022","5311784","Programa Oficial de Doctorado en Derecho Público G","Doctorado"
"022","5311785","Programa Oficial de Doctorado en Egiptología","Doctorado"
"022","5311786","Programa Oficial de Doctorado en Medios, Comunicac","Doctorado"
"022","5311787","Programa Oficial de Doctorado en Publicidad y Rela","Doctorado"
"036","5311788","Programa Oficial de Doctorado en Ciencia e Ingenie","Doctorado"
"036","5311789","Programa Oficial de Doctorado en Humanidades","Doctorado"
"036","5311790","Programa Oficial de Doctorado en Investigación en ","Doctorado"
"010","5311791","Programa Oficial de Doctorado en Ciencias de la Do","Doctorado"
"029","5311792","Programa Oficial de Doctorado en Clima, Energía y ","Doctorado"
"029","5311793","Programa Oficial de Doctorado en Derecho","Doctorado"
"029","5311794","Programa Oficial de Doctorado en Estudios Teatrale","Doctorado"
"048","5311795","Programa Oficial de Doctorado en Biotecnología y B","Doctorado"
"049","5311796","Programa Oficial de Doctorado en Educación Físico-","Doctorado"
"003","5311797","Programa Oficial de Doctorado en Educación: Primer","Doctorado"
"026","5311798","Programa Oficial de Doctorado en Gestión Sostenibl","Doctorado"
"011","5311799","Programa Oficial de Doctorado en Gestión de Riesgo","Doctorado"
"012","5311800","Programa Oficial de Doctorado en Ciencias Clínicas","Doctorado"
"031","5311801","Programa Oficial de Doctorado en Análisis y Diseño","Doctorado"
"008","5311706","Programa Oficial de Doctorado en Tecnología Químic","Doctorado"
"031","5311802","Programa Oficial de Doctorado en Química","Doctorado"
"014","5311803","Programa Oficial de Doctorado en Antropología Apli","Doctorado"
"014","5311804","Programa Oficial de Doctorado en Historia Moderna,","Doctorado"
"018","5311805","Programa Oficial de Doctorado en Educación","Doctorado"
"062","5311806","Programa Oficial de Doctorado en Arquitectura","Doctorado"
"062","5311807","Programa Oficial de Doctorado en Enfermería","Doctorado"
"062","5311808","Programa Oficial de Doctorado en Fisioterapia","Doctorado"
"058","5311809","Programa Oficial de Doctorado en Actividad Física,","Doctorado"
"058","5311810","Programa Oficial de Doctorado en Historia del Arte","Doctorado"
"025","5311811","Programa Oficial de Doctorado en Tecnologías Marít","Doctorado"
"016","5311812","Programa Oficial de Doctorado en Historia Moderna","Doctorado"
"023","5311812","Programa Oficial de Doctorado en Historia Moderna","Doctorado"
"007","5311813","Programa Oficial de Doctorado en Estudios Francese","Doctorado"
"028","5311814","Programa Oficial de Doctorado en Análisis de Probl","Doctorado"
"008","5311814","Programa Oficial de Doctorado en Análisis de Probl","Doctorado"
"067","5311815","Programa Oficial de Doctorado en Química Orgánica ","Doctorado"
"027","5311815","Programa Oficial de Doctorado en Química Orgánica ","Doctorado"
"018","5311815","Programa Oficial de Doctorado en Química Orgánica ","Doctorado"
"003","5311815","Programa Oficial de Doctorado en Química Orgánica ","Doctorado"
"011","5311816","Programa Oficial de Doctorado en Dinámica de Flujo","Doctorado"
"008","5311816","Programa Oficial de Doctorado en Dinámica de Flujo","Doctorado"
"006","5311816","Programa Oficial de Doctorado en Dinámica de Flujo","Doctorado"
"011","5311817","Programa Oficial de Doctorado en Economía","Doctorado"
"058","5311817","Programa Oficial de Doctorado en Economía","Doctorado"
"011","5311818","Programa Oficial de Doctorado en Geografía y Desar","Doctorado"
"008","5311818","Programa Oficial de Doctorado en Geografía y Desar","Doctorado"
"050","5311819","Programa Oficial de Doctorado en Marketing y Consu","Doctorado"
"008","5311819","Programa Oficial de Doctorado en Marketing y Consu","Doctorado"
"008","5311820","Programa Oficial de Doctorado en Biomedicina Regen","Doctorado"
"048","5311820","Programa Oficial de Doctorado en Biomedicina Regen","Doctorado"
"050","5311820","Programa Oficial de Doctorado en Biomedicina Regen","Doctorado"
"008","5311821","Programa Oficial de Doctorado en Psicología","Doctorado"
"048","5311822","Programa Oficial de Doctorado en Arte y Humanidade","Doctorado"
"022","5311823","Programa Oficial de Doctorado en Didáctica de la H","Doctorado"
"022","5311824","Programa Oficial de Doctorado en Medicina","Doctorado"
"022","5311825","Programa Oficial de Doctorado en Morfología y Pato","Doctorado"
"022","5311826","Programa Oficial de Doctorado en Psiquiatría","Doctorado"
"016","5311827","Programa Oficial de Doctorado en Negocios y Gestió","Doctorado"
"010","5311828","Programa Oficial de Doctorado en Estudios Literari","Doctorado"
"026","5311829","Programa Oficial de Doctorado en Sanidad Animal y ","Doctorado"
"011","5311830","Programa Oficial de Doctorado en Biología Celular ","Doctorado"
"012","5311831","Programa Oficial de Doctorado en Psicología","Doctorado"
"058","5311832","Programa Oficial de Doctorado en Ciencias Jurídica","Doctorado"
"058","5311833","Programa Oficial de Doctorado en Desarrollo y Ciud","Doctorado"
"058","5311834","Programa Oficial de Doctorado en Estudios Medioamb","Doctorado"
"025","5311835","Programa Oficial de Doctorado en Ingeniería Químic","Doctorado"
"032","5311836","Programa Oficial de Doctorado en Ciencias Humanas ","Doctorado"
"014","5311837","Programa Oficial de Doctorado en Historia Medieval","Doctorado"
"018","5311838","Programa Oficial de Doctorado en Ciencias de la Ac","Doctorado"
"019","5311839","Programa Oficial de Doctorado en Geografía y Orden","Doctorado"
"019","5311840","Programa Oficial de Doctorado en Ingeniería Indust","Doctorado"
"019","5311841","Programa Oficial de Doctorado en Investigación e I","Doctorado"
"019","5311842","Programa Oficial de Doctorado en Lingüística y Len","Doctorado"
"019","5311843","Programa Oficial de Doctorado en Literaturas Hispá","Doctorado"
"038","5311844","Programa Oficial de Doctorado en Ciencia y Tecnolo","Doctorado"
"023","5311845","Programa Oficial de Doctorado en Antropología Físi","Doctorado"
"029","5311845","Programa Oficial de Doctorado en Antropología Físi","Doctorado"
"010","5311845","Programa Oficial de Doctorado en Antropología Físi","Doctorado"
"023","5311846","Programa Oficial de Doctorado en Ecología","Doctorado"
"010","5311846","Programa Oficial de Doctorado en Ecología","Doctorado"
"045","5311847","Programa Oficial de Doctorado en Innovación en Ing","Doctorado"
"029","5311848","Programa Oficial de Doctorado en Organización de l","Doctorado"
"001","5311849","Programa Oficial de Doctorado en Automática y Robó","Doctorado"
"001","5311850","Programa Oficial de Doctorado en Desarrollo Local ","Doctorado"
"001","5311851","Programa Oficial de Doctorado en Economía Aplicada","Doctorado"
"001","5311852","Programa Oficial de Doctorado en Economía Cuantita","Doctorado"
"001","5311853","Programa Oficial de Doctorado en Filología Catalan","Doctorado"
"001","5311854","Programa Oficial de Doctorado en Gestión de la Edi","Doctorado"
"001","5311855","Programa Oficial de Doctorado en Sociología: Socie","Doctorado"
"048","5311856","Programa Oficial de Doctorado en Investigación Did","Doctorado"
"048","5311857","Programa Oficial de Doctorado en Innovación Educat","Doctorado"
"008","5311858","Programa Oficial de Doctorado en Investigación Mul","Doctorado"
"018","5311859","Programa Oficial de Doctorado en Organización de l","Doctorado"
"009","5311859","Programa Oficial de Doctorado en Organización de l","Doctorado"
"011","5311860","Programa Oficial de Doctorado en Sociología","Doctorado"
"055","5311861","Programa Oficial de Doctorado en Análisis y Gestió","Doctorado"
"055","5311862","Programa Oficial de Doctorado en Antropología Apli","Doctorado"
"055","5311863","Programa Oficial de Doctorado en Bioingeniería","Doctorado"
"055","5311864","Programa Oficial de Doctorado en Psicología de la ","Doctorado"
"026","5311865","Programa Oficial de Doctorado en Desarrollo Integr","Doctorado"
"020","5311866","Programa Oficial de Doctorado en Arquitectura, Urb","Doctorado"
"020","5311867","Programa Oficial de Doctorado en Ciencia Política ","Doctorado"
"020","5311868","Programa Oficial de Doctorado en Ciencias de la Ac","Doctorado"
"020","5311869","Programa Oficial de Doctorado en El Nacionalismo e","Doctorado"
"020","5311870","Programa Oficial de Doctorado en Inmunología, Micr","Doctorado"
"020","5311871","Programa Oficial de Doctorado en Salud Pública","Doctorado"
"020","5311872","Programa Oficial de Doctorado en Tecnología, Apren","Doctorado"
"033","5311873","Programa Oficial de Doctorado en Ciencias Sociales","Doctorado"
"012","5311875","Programa Oficial de Doctorado en Física de la Mate","Doctorado"
"023","5311875","Programa Oficial de Doctorado en Física de la Mate","Doctorado"
"056","5311876","Programa Oficial de Doctorado en Análisis Económic","Doctorado"
"056","5311877","Programa Oficial de Doctorado en Análisis Económic","Doctorado"
"056","5311878","Programa Oficial de Doctorado en Análisis Político","Doctorado"
"056","5311879","Programa Oficial de Doctorado en Ciencia e Ingenie","Doctorado"
"056","5311880","Programa Oficial de Doctorado en Comunicación y Pr","Doctorado"
"056","5311881","Programa Oficial de Doctorado en Informática Inter","Doctorado"
"056","5311882","Programa Oficial de Doctorado en Organización de E","Doctorado"
"001","5311883","Programa Oficial de Doctorado en Ciencias y Tecnol","Doctorado"
"048","5311884","Programa Oficial de Doctorado en Ciencias de la Sa","Doctorado"
"015","5311885","Programa Oficial de Doctorado en Ciencias Biomédic","Doctorado"
"015","5311886","Programa Oficial de Doctorado en Física e Ingenier","Doctorado"
"011","5311887","Programa Oficial de Doctorado en Investigación e I","Doctorado"
"012","5311888","Programa Oficial de Doctorado en Música","Doctorado"
"028","5311889","Programa Oficial de Doctorado en Derecho de Seguro","Doctorado"
"028","5311890","Programa Oficial de Doctorado en Paz, Seguridad y ","Doctorado"
"020","5311891","Programa Oficial de Doctorado en Ciencia Cognitiva","Doctorado"
"020","5311892","Programa Oficial de Doctorado en Ciencia y Tecnolo","Doctorado"
"020","5311893","Programa Oficial de Doctorado en Investigación Bio","Doctorado"
"064","5311894","Programa Oficial de Doctorado en Administración y ","Doctorado"
"014","5311895","Programa Oficial de Doctorado en Derecho Penal","Doctorado"
"038","5311896","Programa Oficial de Doctorado en Arte Contemporáne","Doctorado"
"038","5311897","Programa Oficial de Doctorado en Biodiversidad y E","Doctorado"
"038","5311898","Programa Oficial de Doctorado en Integración Econó","Doctorado"
"038","5311899","Programa Oficial de Doctorado en Oceanografía","Doctorado"
"008","5311900","Programa Oficial de Doctorado en Urbanismo y Orden","Doctorado"
"001","5311901","Programa Oficial de Doctorado en Estudios de Tradu","Doctorado"
"026","5311902","Programa Oficial de Doctorado en Tecnologías de Te","Doctorado"
"015","5311903","Programa Oficial de Doctorado en Bellas Artes","Doctorado"
"015","5311904","Programa Oficial de Doctorado en Turismo","Doctorado"
"015","5311905","Programa Oficial de Doctorado en Biología","Doctorado"
"015","5311906","Programa Oficial de Doctorado en Estudios Filológi","Doctorado"
"022","5311907","Programa Oficial de Doctorado en Biología Animal","Doctorado"
"022","5311908","Programa Oficial de Doctorado en Derecho Público y","Doctorado"
"022","5311909","Programa Oficial de Doctorado en Didáctica de la E","Doctorado"
"022","5311910","Programa Oficial de Doctorado en Inteligencia Ambi","Doctorado"
"001","5311911","Programa Oficial de Doctorado en Investigación en ","Doctorado"
"029","5311912","Programa Oficial de Doctorado en Genética y Biolog","Doctorado"
"023","5311913","Programa Oficial de Doctorado en Neurociencia","Doctorado"
"011","5311914","Programa Oficial de Doctorado en Biotecnología Ava","Doctorado"
"011","5311915","Programa Oficial de Doctorado en Investigación en ","Doctorado"
"028","5311916","Programa Oficial de Doctorado en Seguridad","Doctorado"
"031","5311917","Programa Oficial de Doctorado en Ciencias de la En","Doctorado"
"031","5311918","Programa Oficial de Doctorado en Edificación","Doctorado"
"034","5311919","Programa Oficial de Doctorado en Ciencias del Depo","Doctorado"
"037","5311920","Programa Oficial de Doctorado en Biotecnología Ava","Doctorado"
"038","5311920","Programa Oficial de Doctorado en Biotecnología Ava","Doctorado"
"016","5311921","Programa Oficial de Doctorado en Condicionantes Ge","Doctorado"
"021","5311921","Programa Oficial de Doctorado en Condicionantes Ge","Doctorado"
"008","5311921","Programa Oficial de Doctorado en Condicionantes Ge","Doctorado"
"042","5311921","Programa Oficial de Doctorado en Condicionantes Ge","Doctorado"
"007","5311921","Programa Oficial de Doctorado en Condicionantes Ge","Doctorado"
"023","5311922","Programa Oficial de Doctorado en Física de la Mate","Doctorado"
"012","5311922","Programa Oficial de Doctorado en Física de la Mate","Doctorado"
"013","5311922","Programa Oficial de Doctorado en Física de la Mate","Doctorado"
"040","5311923","Programa Oficial de Doctorado en Ciencias de la Sa","Doctorado"
"040","5311924","Programa Oficial de Doctorado en Educación Secunda","Doctorado"
"054","5311925","Programa Oficial de Doctorado en Educación y TIC (","Doctorado"
"042","5311926","Programa Oficial de Doctorado en Arquitectura, Urb","Doctorado"
"042","5311927","Programa Oficial de Doctorado en Cambio Climático","Doctorado"
"018","5311928","Programa Oficial de Doctorado en Psicología de la ","Doctorado"
"018","5311929","Programa Oficial de Doctorado en Técnicas Experime","Doctorado"
"027","5311929","Programa Oficial de Doctorado en Técnicas Experime","Doctorado"
"021","5311930","Programa Oficial de Doctorado en Humanidades Avanz","Doctorado"
"021","5311931","Programa Oficial de Doctorado en Relaciones de Gén","Doctorado"
"010","5311932","Programa Oficial de Doctorado en Metodología de la","Doctorado"
"023","5311932","Programa Oficial de Doctorado en Metodología de la","Doctorado"
"028","5311932","Programa Oficial de Doctorado en Metodología de la","Doctorado"
"049","5311933","Programa Oficial de Doctorado en Ciencias de la Sa","Doctorado"
"048","5311934","Programa Oficial de Doctorado en Estudios Migrator","Doctorado"
"014","5311935","Programa Oficial de Doctorado en Investigación en ","Doctorado"
"018","5311936","Programa Oficial de Doctorado en Derecho, Empresa ","Doctorado"
"018","5311937","Programa Oficial de Doctorado en Psicología y Psic","Doctorado"
"064","5311946","Programa Oficial de Doctorado en Arquitectura y Te","Doctorado"
"028","5311947","Programa Oficial de Doctorado en Ingeniería de Sis","Doctorado"
"010","5311947","Programa Oficial de Doctorado en Ingeniería de Sis","Doctorado"
"025","5600000","Programa de Doctorado en Ciencias y Tecnologías de","Doctorado"
"056","5600001","Programa de Doctorado en Artes y Humanidades por l","Doctorado"
"056","5600002","Programa de Doctorado en Ciencias por la Universid","Doctorado"
"056","5600003","Programa de Doctorado en Ciencias de la Salud por ","Doctorado"
"056","5600004","Programa de Doctorado en Ciencias Sociales y Juríd","Doctorado"
"056","5600005","Programa de Doctorado en Ingeniería y Arquitectura","Doctorado"
"054","5600006","Programa de Doctorado en Tecnologías de la Informa","Doctorado"
"025","5600007","Programa de Doctorado Erasmus Mundus en Organizaci","Doctorado"
"005","5600008","Programa de Doctorado Erasmus Mundus en Gestion Ma","Doctorado"
"039","5600009","Programa de Doctorado en Economía, Finanzas y Empr","Doctorado"
"039","5600010","Programa de Doctorado en Biomedicina por la Univer","Doctorado"
"039","5600011","Programa de Doctorado en Ciencias Políticas y Soci","Doctorado"
"039","5600012","Programa de Doctorado en Tecnologías de la Informa","Doctorado"
"039","5600013","Programa de Doctorado en Derecho por la Universida","Doctorado"
"039","5600014","Programa de Doctorado en Comunicación por la Unive","Doctorado"
"039","5600015","Programa de Doctorado en Humanidades por la Univer","Doctorado"
"039","5600016","Programa de Doctorado en Historia por la Universid","Doctorado"
"039","5600017","Programa de Doctorado en Traducción y Ciencias del","Doctorado"
"060","5600018","Programa de Doctorado en Innovación e Intervención","Doctorado"
"061","5600018","Programa de Doctorado en Innovación e Intervención","Doctorado"
"036","5600019","Programa de Doctorado en Economía de la Empresa y ","Doctorado"
"068","5600020","Programa de Doctorado en Biotecnología, Medicina y","Doctorado"
"036","5600021","Programa de Doctorado en Derecho por la Universida","Doctorado"
"036","5600022","Programa de Doctorado en Economía por la Universid","Doctorado"
"036","5600023","Programa de Doctorado en Ingeniería Eléctrica, Ele","Doctorado"
"036","5600024","Programa de Doctorado en ESTUDIOS AVANZADOS EN DER","Doctorado"
"036","5600025","Programa de Doctorado en Ingeniería Matemática por","Doctorado"
"036","5600026","Programa de Doctorado en Plasmas y Fusión Nuclear ","Doctorado"
"056","5600027","Programa de Doctorado en INTERUNIVERSITARIO EN MUL","Doctorado"
"036","5600027","Programa de Doctorado en INTERUNIVERSITARIO EN MUL","Doctorado"
"036","5600028","Programa de Doctorado en INGENIERÍA MECÁNICA Y DE ","Doctorado"
"036","5600029","Programa de Doctorado en Ingeniería Telemática por","Doctorado"
"036","5600030","Programa de Doctorado en Ciencia e Ingeniería de M","Doctorado"
"036","5600031","Programa de Doctorado en Multimedia y Comunicacion","Doctorado"
"056","5600031","Programa de Doctorado en Multimedia y Comunicacion","Doctorado"
"036","5600032","Programa de Doctorado en Multimedia y Comunicacion","Doctorado"
"056","5600032","Programa de Doctorado en Multimedia y Comunicacion","Doctorado"
"036","7000000","PCEO Grado en Derecho / Grado en Administración de","Estudio Conjunto de "
"036","7000001","PCEO Grado en Derecho / Grado en Ciencias Política","Estudio Conjunto de "
"036","7000002","PCEO Grado en Derecho / Grado en Economía         ","Estudio Conjunto de "
"036","7000003","PCEO Grado en Ingeniería Informática / Grado en Ad","Estudio Conjunto de "
"036","7000004","PCEO Grado en Periodismo / Grado en Comunicación A","Estudio Conjunto de "
"056","7000005","PCEO Grado en Periodismo / Grado en Comunicación A","Estudio Conjunto de "
"056","7000006","PCEO Grado en Administración y Dirección de Empres","Estudio Conjunto de "
"053","7000007","PCEO Grado en Fisioterapia / Diplomatura en Podolo","Estudio Conjunto de "
"053","7000008","PCEO Grado en Arquitectura / Grado en  Arte","Estudio Conjunto de "
"053","7000009","PCEO Grado en Comunicación Publicitaria / Grado en","Estudio Conjunto de "
"053","7000010","PCEO Grado en Periodismo / Grado en Comunicación A","Estudio Conjunto de "
"053","7000011","PCEO Grado en Derecho / Grado en Dirección y Creac","Estudio Conjunto de "
"053","7000012","PCEO Grado en Márketing y Dirección Comercial / Gr","Estudio Conjunto de "
"053","7000013","PCEO Grado en Derecho / Grado en Finanzas         ","Estudio Conjunto de "
"053","7000014","PCEO Grado en Derecho / Grado en Márketing y Direc","Estudio Conjunto de "
"053","7000015","PCEO Grado en Ingeniería Informática / Grado en Di","Estudio Conjunto de "
"053","7000016","PCEO Grado en Ciencias de la Actividad Física y el","Estudio Conjunto de "
"053","7000017","PCEO Grado en Ciencias de la Actividad Física y el","Estudio Conjunto de "
"053","7000020","PCEO Grado en Arte / Grado en Diseño              ","Estudio Conjunto de "
"053","7000021","PCEO Grado en Ingeniería de Sistemas Telecomunicac","Estudio Conjunto de "
"053","7000022","PCEO Grado en Ingeniería Electrónica Industrial y ","Estudio Conjunto de "
"053","7000023","PCEO Grado en Ingeniería Mecánica / Grado en Direc","Estudio Conjunto de "
"053","7000024","PCEO Grado en Farmacia / Grado en Biotecnología   ","Estudio Conjunto de "
"053","7000025","PCEO Grado en Fisioterapia / Grado en Podología   ","Estudio Conjunto de "
"053","7000026","PCEO Grado en Derecho / Grado en Relaciones Intern","Estudio Conjunto de "
"033","7000027","PCEO Grado en Derecho / Grado en Ciencias Política","Estudio Conjunto de "
"033","7000028","PCEO Grado en Derecho / Grado en Administración y ","Estudio Conjunto de "
"033","7000029","PCEO Grado en Relaciones Internacionales / Grado e","Estudio Conjunto de "
"010","7000030","PCEO Grado en Derecho / Grado en Administración y ","Estudio Conjunto de "
"056","7000031","PCEO Grado en Derecho  / Grado en Administración y","Estudio Conjunto de "
"023","7000032","PCEO Grado en  Derecho / Grado en Administración y","Estudio Conjunto de "
"053","7000033","PCEO Grado en Periodismo / Grado en Comunicación A","Estudio Conjunto de "
"056","7000034","PCEO Grado en Historia / Grado en Periodismo","Estudio Conjunto de "
"023","7000035","PCEO Grado en Derecho / Grado en Ciencia Política ","Estudio Conjunto de "
"023","7000036","PCEO Grado en  Ingeniería Informática / Grado en M","Estudio Conjunto de "
"022","7000037","PCEO Grado en  Ingeniería Informática / Grado en M","Estudio Conjunto de "
"022","7000038","PCEO Grado en Estudios ingleses comb. con lengua y","Estudio Conjunto de "
"022","7000039","PCEO Grado en Estudios clásicos comb. con estudios","Estudio Conjunto de "
"022","7000040","PCEO Grado en Traducción e Interpretación y Licenc","Estudio Conjunto de "
"022","7000041","PCEO Grado en Filologia francesa combinada con est","Estudio Conjunto de "
"060","7000042","PCEO Grado en Administración y Dirección de empres","Estudio Conjunto de "
"029","7000043","PCEO Grado en Derecho / Grado en Administración y ","Estudio Conjunto de "
"012","7000044","PCEO Grado en Administración y Dirección de Empres","Estudio Conjunto de "
"068","7000045","PCEO Grado en Bellas Artes / Grado en Comunicación","Estudio Conjunto de "
"068","7000046","PCEO Grado en Diseño / Grado en Publicidad        ","Estudio Conjunto de "
"068","7000047","PCEO Grado en Comunicación Audiovisual / Grado en ","Estudio Conjunto de "
"068","7000048","PCEO Grado en Periodismo / Grado en  Comunicación ","Estudio Conjunto de "
"068","7000049","PCEO Grado en Periodismo /Grado en Publicidad     ","Estudio Conjunto de "
"022","7000050","PCEO Grado en Física / Grado en Matemáticas       ","Estudio Conjunto de "
"017","7000051","PCEO Grado en Administración y Dirección de Empres","Estudio Conjunto de "
"017","7000052","PCEO Grado en Derecho / Grado en Gestión y Adminis","Estudio Conjunto de "
"017","7000053","PCEO Grado en Finanzas y Contabilidad / Grado en R","Estudio Conjunto de "
"005","7000054","PCEO Grado en CC Ambientales / Grado en CC del Mar","Estudio Conjunto de "
"005","7000055","PCEO Grado en CC Químicas / Grado en CC Ambientale","Estudio Conjunto de "
"006","7000056","PCEO Grado en Derecho / Grado en Administración y ","Estudio Conjunto de "
"058","7000057","PCEO Grado en Administración y Dirección de Empres","Estudio Conjunto de "
"058","7000058","PCEO Grado en Derecho / Grado en Finanzas y Contab","Estudio Conjunto de "
"058","7000059","PCEO Grado en Derecho / Grado en Ciencias Política","Estudio Conjunto de "
"058","7000060","PCEO Grado en Educación Social / Grado en Trabajo ","Estudio Conjunto de "
"058","7000061","PCEO Grado en Humanidades / Grado en Traducción e ","Estudio Conjunto de "
"002","7000062","PCEO Grado en Administración y Dirección de Empres","Estudio Conjunto de "
"002","7000063","PCEO Grado en Administración y Dirección de Empres","Estudio Conjunto de "
"002","7000064","PCEO Grado en Administración y Dirección de Empres","Estudio Conjunto de "
"002","7000065","PCEO Grado en Administración y Dirección de Empres","Estudio Conjunto de "
"002","7000066","PCEO Grado en Derecho / Grado en Administración y ","Estudio Conjunto de "
"031","7000067","PCEO Grado en Administración y Dirección de Empres","Estudio Conjunto de "
"031","7000068","PCEO Grado en Economía / Grado en Derecho         ","Estudio Conjunto de "
"031","7000070","PCEO Grado en Educación Primaria / Grado en Pedago","Estudio Conjunto de "
"031","7000071","PCEO Grado en Filosofía / Grado en Periodismo     ","Estudio Conjunto de "
"031","7000072","PCEO Grado en Filosofía / Grado en Periodismo ","Estudio Conjunto de "
